date,origin_park,day_of_the_week,day_name,destination,respondent_type,age_group,vehicle_type,package_size,package_weight,tracking_status,weather_delay_experience,top_challenge,pricing_determination_metric,overall_system_impression,qualitative_suggested_improvements,is_festive_period,fuel_price_per_litre,price
2026/06/17,Ondo garage Akure,3,Wednesday,Benin,Sender,41–50,small_car,small,light,Always,Flooding,Inaccurate addresses,Weight of goods,unknown,Introduce automated pricing with AI,FALSE,1200,"3,000"
2026/06/17,Ondo garage Akure,3,Wednesday,Lagos,Driver,41–50,big_bus,large,heavy,Sometimes,Sometimes rainfall,Inaccurate addresses,Weight of goods,Neutral,Ensure drivers are vetted properly,FALSE,1200,"10,000"
2026/06/17,Roadblock Akure,3,Wednesday,Benin,Driver,41–50,small_car,medium,medium,Sometimes,Dust storm,Criminal activities,"Distance, Weight, Fuel cost combo",Strongly Agree,Fix poor road infrastructure on routes,FALSE,1200,"5,000"
2026/06/17,Roadblock Akure,3,Wednesday,Warri,Driver,18–25,small_car,large,heavy,Never,Sometimes rainfall,Fuel scarcity,Dynamic pricing,unknown,Reduce delays during festive periods,FALSE,1200,"7,000"
2026/06/17,Roadblock Akure,3,Wednesday,Osogbo,Sender,Above 50,small_car,small,light,Never,Flooding,Pricing disputes,Type of goods,Neutral,Add SMS notifications for delivery status,FALSE,1200,"2,000"
2026/06/17,Roadblock Akure,3,Wednesday,Owo,Driver,Above 50,small_car,small,light,Always,Flooding,Traffic congestion,Distance only,Disagree,Improve communication between drivers and senders,FALSE,1200,"2,700"
2026/06/17,Roadblock Akure,3,Wednesday,Osogbo,Sender,41–50,big_bus,small,light,Sometimes,Dust storm,Police checkpoints,unknown,Agree,unknown,FALSE,1200,"2,000"
2026/06/17,Southgate Akure,3,Wednesday,Ife,Sender,18–25,small_car,medium,medium,Always,Flooding,Vehicle breakdown,Dynamic pricing,Strongly Disagree,Provide better packaging options,FALSE,1200,"2,700"
2026/06/17,Southgate Akure,3,Wednesday,Ilesha,Sender,18–25,small_car,envelope,very_light,Always,Sometimes rainfall,Police checkpoints,"Distance, Weight, Fuel cost combo",Strongly Disagree,Reduce pricing disputes through transparency,FALSE,1200,"2,700"
2026/06/17,Southgate Akure,3,Wednesday,Lagos,Driver,unknown,small_car,small,light,Sometimes,None,Vehicle breakdown,Weight of goods,Agree,Introduce automated pricing with AI,FALSE,1200,"7,500"
2026/06/17,Southgate Akure,3,Wednesday,Ilesha,Driver,Above 50,small_car,small,light,Never,Dust storm,Traffic congestion,"Distance, Weight, Fuel cost combo",Neutral,Introduce insurance for goods in transit,FALSE,1200,"2,000"
2026/06/17,Southgate Akure,3,Wednesday,Ife,Sender,26–35,small_car,medium,medium,Sometimes,None,Fuel scarcity,Dynamic pricing,Strongly Disagree,Reduce delays during festive periods,FALSE,1200,"3,000"
2026/06/18,Ilesha garage Akure,4,Thursday,Ibadan,Sender,36–40,big_bus,extra_large,very_heavy,Sometimes,Sometimes rainfall,Vehicle breakdown,Distance only,Agree,Introduce insurance for goods in transit,FALSE,1200,"10,000"
2026/06/18,Northgate Akure,4,Thursday,Ife,Driver,41–50,big_bus,medium,medium,Sometimes,Flooding,Vehicle breakdown,Type of goods,Strongly Disagree,Better customer support when goods are delayed,FALSE,1200,"4,700"
2026/06/18,Northgate Akure,4,Thursday,Abuja,Sender,unknown,small_car,medium,medium,Always,Harmattan,Inaccurate addresses,Distance only,Neutral,Real-time tracking will help a lot,FALSE,1200,"10,000"
2026/06/18,Northgate Akure,4,Thursday,Ado-Ekiti,Driver,18–25,small_car,large,heavy,Sometimes,Flooding,Vehicle breakdown,unknown,Agree,Ensure drivers are vetted properly,FALSE,1200,"3,500"
2026/06/18,Northgate Akure,4,Thursday,Lagos,Sender,18–25,small_car,small,light,Rarely,Flooding,Poor road infrastructure,unknown,Agree,Introduce automated pricing with AI,FALSE,1200,"5,700"
2026/06/18,Ondo garage Akure,4,Thursday,Lagos,Driver,36–40,small_car,extra_large,very_heavy,Always,Heavy rain,Pricing disputes,unknown,Neutral,Reduce delays during festive periods,FALSE,1200,"10,000"
2026/06/18,Ondo garage Akure,4,Thursday,Lagos,Sender,Above 50,small_car,medium,medium,Never,Harmattan,Poor road infrastructure,Weight of goods,Neutral,Allow cashless payment options,FALSE,1200,"6,500"
2026/06/18,Ondo garage Akure,4,Thursday,Benin,Sender,18–25,small_car,medium,medium,Sometimes,Dust storm,Inaccurate addresses,Weight of goods,Strongly Agree,Reduce pricing disputes through transparency,FALSE,1200,"3,000"
2026/06/18,Ondo garage Akure,4,Thursday,Lagos,Driver,41–50,small_car,small,light,Sometimes,None,Traffic congestion,Weight of goods,Neutral,Better customer support when goods are delayed,FALSE,1200,"7,500"
2026/06/18,Ondo garage Akure,4,Thursday,Lagos,Sender,18–25,big_bus,medium,medium,Never,None,Poor network connectivity,"Distance, Weight, Dynamic combo",Disagree,Add SMS notifications for delivery status,FALSE,1200,"10,000"
2026/06/18,Ondo garage Akure,4,Thursday,Lagos,Sender,18–25,big_bus,large,heavy,Always,Sometimes rainfall,Pricing disputes,"Distance, Weight, Dynamic combo",Neutral,Reduce pricing disputes through transparency,FALSE,1200,"10,000"
2026/06/18,Ondo garage Akure,4,Thursday,Ondo,Driver,Above 50,small_car,medium,medium,Always,Harmattan,Inaccurate addresses,"Distance, Weight, Fuel cost combo",Agree,Introduce automated pricing with AI,FALSE,1200,"3,000"
2026/06/18,Ondo garage Akure,4,Thursday,Ondo,Driver,26–35,small_car,small,light,Sometimes,Heavy rain,Fuel scarcity,Distance only,Agree,Allow cashless payment options,FALSE,1200,"2,500"
2026/06/18,Ondo garage Akure,4,Thursday,Benin,Sender,26–35,big_bus,medium,medium,Always,Heavy rain,Fuel scarcity,Weight of goods,Strongly Disagree,Improve communication between drivers and senders,FALSE,1200,"5,700"
2026/06/18,Roadblock Akure,4,Thursday,Osogbo,Driver,26–35,small_car,small,light,Sometimes,Sometimes rainfall,Traffic congestion,Weight of goods,Neutral,Fix poor road infrastructure on routes,FALSE,1200,"2,000"
2026/06/18,Roadblock Akure,4,Thursday,Osogbo,Driver,41–50,big_bus,medium,medium,Always,Heavy rain,Pricing disputes,unknown,Disagree,Allow cashless payment options,FALSE,1200,"3,500"
2026/06/18,Roadblock Akure,4,Thursday,Benin,Driver,26–35,small_car,small,light,Rarely,Dust storm,Police checkpoints,"Distance, Weight, Fuel cost combo",Agree,Reduce pricing disputes through transparency,FALSE,1200,"2,500"
2026/06/18,Roadblock Akure,4,Thursday,Osogbo,Driver,41–50,big_bus,large,heavy,Rarely,Sometimes rainfall,Police checkpoints,Distance only,Neutral,Improve fuel subsidy to reduce transport cost,FALSE,1200,"5,000"
2026/06/18,Roadblock Akure,4,Thursday,Benin,Driver,41–50,small_car,small,light,Rarely,Harmattan,Fuel scarcity,"Distance, Weight, Dynamic combo",unknown,Real-time tracking will help a lot,FALSE,1200,"3,000"
2026/06/18,Roadblock Akure,4,Thursday,Warri,Driver,36–40,small_car,small,light,Sometimes,Heavy rain,Criminal activities,"Distance, Weight, Fuel cost combo",unknown,Introduce automated pricing with AI,FALSE,1200,"5,000"
2026/06/18,Southgate Akure,4,Thursday,Lagos,Driver,18–25,small_car,medium,medium,Always,Sometimes rainfall,Inaccurate addresses,Weight of goods,unknown,Real-time tracking will help a lot,FALSE,1200,"10,000"
2026/06/18,Southgate Akure,4,Thursday,Ife,Driver,36–40,big_bus,envelope,very_light,Always,Sometimes rainfall,Poor road infrastructure,Distance only,Agree,Improve communication between drivers and senders,FALSE,1200,"3,500"
2026/06/19,Ilesha garage Akure,5,Friday,Ife,Driver,36–40,small_car,envelope,very_light,Rarely,Sometimes rainfall,Inaccurate addresses,Distance only,Agree,Provide better packaging options,FALSE,1200,"2,000"
2026/06/19,Northgate Akure,5,Friday,Ibadan,Sender,unknown,small_car,small,light,Rarely,None,Criminal activities,"Distance, Weight, Fuel cost combo",unknown,Fix poor road infrastructure on routes,FALSE,1200,"4,500"
2026/06/19,Northgate Akure,5,Friday,Ife,Sender,18–25,small_car,large,heavy,Sometimes,Heavy rain,Vehicle breakdown,Weight of goods,Strongly Agree,Provide better packaging options,FALSE,1200,"3,500"
2026/06/19,Northgate Akure,5,Friday,Ibadan,Driver,26–35,big_bus,envelope,very_light,Rarely,Flooding,Criminal activities,"Distance, Weight, Fuel cost combo",Neutral,Track parcels end-to-end,FALSE,1200,"6,500"
2026/06/19,Northgate Akure,5,Friday,Ife,Driver,Above 50,big_bus,medium,medium,Never,None,Poor network connectivity,Weight of goods,Neutral,Introduce automated pricing with AI,FALSE,1200,"5,500"
2026/06/19,Northgate Akure,5,Friday,Lagos,Driver,36–40,small_car,small,light,Rarely,Flooding,Inaccurate addresses,unknown,Agree,Add SMS notifications for delivery status,FALSE,1200,"6,000"
2026/06/19,Northgate Akure,5,Friday,Lagos,Sender,unknown,small_car,medium,medium,Always,Heavy rain,Poor road infrastructure,"Distance, Weight, Fuel cost combo",Agree,unknown,FALSE,1200,"8,000"
2026/06/19,Northgate Akure,5,Friday,Lagos,Driver,26–35,small_car,large,heavy,Sometimes,Heavy rain,Criminal activities,Weight of goods,Neutral,Reduce pricing disputes through transparency,FALSE,1200,"9,500"
2026/06/19,Ondo garage Akure,5,Friday,Benin,Sender,unknown,big_bus,small,light,Rarely,Heavy rain,Police checkpoints,"Distance, Weight, Fuel cost combo",Strongly Agree,Improve fuel subsidy to reduce transport cost,FALSE,1200,"5,000"
2026/06/19,Ondo garage Akure,5,Friday,Benin,Sender,36–40,small_car,large,heavy,Always,Sometimes rainfall,Traffic congestion,"Distance, Weight, Dynamic combo",Strongly Agree,Provide better packaging options,FALSE,1200,"5,000"
2026/06/19,Ondo garage Akure,5,Friday,Lagos,Sender,36–40,small_car,medium,medium,Always,Heavy rain,Inaccurate addresses,Weight of goods,Strongly Agree,Add SMS notifications for delivery status,FALSE,1200,"7,000"
2026/06/19,Ondo garage Akure,5,Friday,Lagos,Driver,36–40,small_car,small,light,Rarely,Dust storm,Pricing disputes,Weight of goods,Agree,Allow cashless payment options,FALSE,1200,"8,500"
2026/06/19,Ondo garage Akure,5,Friday,Warri,Driver,36–40,small_car,envelope,very_light,Always,Sometimes rainfall,Traffic congestion,Weight of goods,Agree,Reduce delays during festive periods,FALSE,1200,"4,000"
2026/06/19,Ondo garage Akure,5,Friday,Warri,Sender,36–40,small_car,small,light,Rarely,Heavy rain,Fuel scarcity,Distance only,Disagree,Improve fuel subsidy to reduce transport cost,FALSE,1200,"3,000"
2026/06/19,Roadblock Akure,5,Friday,Osogbo,Sender,41–50,small_car,medium,medium,Always,Heavy rain,Inaccurate addresses,Weight of goods,Disagree,Add SMS notifications for delivery status,FALSE,1200,"3,500"
2026/06/19,Roadblock Akure,5,Friday,Benin,Sender,36–40,big_bus,medium,medium,Always,Heavy rain,Poor network connectivity,Dynamic pricing,Disagree,Provide better packaging options,FALSE,1200,"7,000"
2026/06/19,Southgate Akure,5,Friday,Ilesha,Sender,26–35,small_car,large,heavy,Always,Sometimes rainfall,Criminal activities,Weight of goods,Agree,Track parcels end-to-end,FALSE,1200,"3,700"
2026/06/19,Southgate Akure,5,Friday,Ife,Sender,26–35,big_bus,large,heavy,Always,Harmattan,Pricing disputes,Weight of goods,unknown,Ensure drivers are vetted properly,FALSE,1200,"7,000"
2026/06/19,Southgate Akure,5,Friday,Ife,Sender,26–35,big_bus,extra_large,very_heavy,Always,Heavy rain,Inaccurate addresses,Weight of goods,Agree,Improve communication between drivers and senders,FALSE,1200,"8,000"
2026/06/19,Southgate Akure,5,Friday,Ife,Driver,26–35,small_car,medium,medium,Sometimes,Dust storm,Criminal activities,Distance only,Agree,Improve fuel subsidy to reduce transport cost,FALSE,1200,"2,700"
2026/06/19,Southgate Akure,5,Friday,Ife,Sender,36–40,small_car,envelope,very_light,Rarely,Dust storm,Criminal activities,"Distance, Weight, Fuel cost combo",Agree,Reduce pricing disputes through transparency,FALSE,1200,"1,700"
2026/06/19,Southgate Akure,5,Friday,Lagos,Driver,41–50,big_bus,medium,medium,Never,Sometimes rainfall,Fuel scarcity,Distance only,Agree,Add SMS notifications for delivery status,FALSE,1200,"10,000"
2026/06/19,Southgate Akure,5,Friday,Ife,Sender,36–40,small_car,large,heavy,Sometimes,None,Fuel scarcity,Distance only,Neutral,Introduce insurance for goods in transit,FALSE,1200,"3,500"
2026/06/20,Ilesha garage Akure,6,Saturday,Lagos,Sender,unknown,big_bus,large,heavy,Always,Harmattan,Fuel scarcity,Distance only,Agree,unknown,FALSE,1200,"10,000"
2026/06/20,Ilesha garage Akure,6,Saturday,Ilesha,Sender,18–25,small_car,medium,medium,Always,Flooding,Pricing disputes,Distance only,Disagree,Introduce automated pricing with AI,FALSE,1200,"2,700"
2026/06/20,Ilesha garage Akure,6,Saturday,Ife,Driver,41–50,small_car,medium,medium,Always,Dust storm,Pricing disputes,"Distance, Weight, Fuel cost combo",Strongly Agree,Add SMS notifications for delivery status,FALSE,1200,"5,000"
2026/06/20,Northgate Akure,6,Saturday,Ibadan,Sender,26–35,small_car,small,light,Sometimes,Flooding,Poor network connectivity,"Distance, Weight, Dynamic combo",unknown,Introduce automated pricing with AI,FALSE,1200,"4,000"
2026/06/20,Northgate Akure,6,Saturday,Ibadan,Driver,36–40,small_car,medium,medium,Sometimes,Flooding,Poor network connectivity,Weight of goods,Neutral,Better customer support when goods are delayed,FALSE,1200,"8,000"
2026/06/20,Northgate Akure,6,Saturday,Ife,Sender,18–25,big_bus,medium,medium,Always,Dust storm,Poor network connectivity,Distance only,Disagree,Reduce delays during festive periods,FALSE,1200,"5,500"
2026/06/20,Ondo garage Akure,6,Saturday,Benin,Sender,41–50,small_car,small,light,Rarely,Flooding,Pricing disputes,Dynamic pricing,Neutral,Introduce automated pricing with AI,FALSE,1200,"4,500"
2026/06/20,Ondo garage Akure,6,Saturday,Ondo,Driver,36–40,small_car,medium,medium,Rarely,Dust storm,Poor network connectivity,Type of goods,Neutral,Fix poor road infrastructure on routes,FALSE,1200,"2,000"
2026/06/20,Ondo garage Akure,6,Saturday,Warri,Driver,Above 50,big_bus,large,heavy,Sometimes,Heavy rain,Inaccurate addresses,"Distance, Weight, Fuel cost combo",Neutral,Provide better packaging options,FALSE,1200,"9,700"
2026/06/20,Ondo garage Akure,6,Saturday,Benin,Driver,unknown,small_car,envelope,very_light,Never,Flooding,Pricing disputes,"Distance, Weight, Dynamic combo",Agree,Real-time tracking will help a lot,FALSE,1200,"3,700"
2026/06/20,Ondo garage Akure,6,Saturday,Benin,Sender,18–25,small_car,envelope,very_light,Always,Flooding,Criminal activities,Weight of goods,Strongly Disagree,Ensure drivers are vetted properly,FALSE,1200,"4,000"
2026/06/20,Roadblock Akure,6,Saturday,Benin,Sender,18–25,big_bus,large,heavy,Sometimes,Harmattan,Inaccurate addresses,Weight of goods,Strongly Agree,Introduce insurance for goods in transit,FALSE,1200,"8,000"
2026/06/20,Roadblock Akure,6,Saturday,Warri,Sender,26–35,big_bus,medium,medium,Never,Flooding,Criminal activities,Weight of goods,Disagree,Real-time tracking will help a lot,FALSE,1200,"7,700"
2026/06/20,Roadblock Akure,6,Saturday,Osogbo,Sender,41–50,small_car,large,heavy,Sometimes,Heavy rain,Traffic congestion,"Distance, Weight, Fuel cost combo",Neutral,Introduce insurance for goods in transit,FALSE,1200,"4,500"
2026/06/20,Roadblock Akure,6,Saturday,Osogbo,Driver,41–50,small_car,medium,medium,Always,None,Criminal activities,"Distance, Weight, Dynamic combo",Agree,Better customer support when goods are delayed,FALSE,1200,"3,500"
2026/06/20,Roadblock Akure,6,Saturday,Warri,Sender,26–35,small_car,large,heavy,Always,Flooding,Traffic congestion,Dynamic pricing,Neutral,Reduce pricing disputes through transparency,FALSE,1200,"5,500"
2026/06/20,Roadblock Akure,6,Saturday,Benin,Sender,36–40,big_bus,medium,medium,Rarely,Flooding,Poor network connectivity,Distance only,Agree,unknown,FALSE,1200,"7,000"
2026/06/20,Roadblock Akure,6,Saturday,Osogbo,Sender,26–35,small_car,large,heavy,Sometimes,Sometimes rainfall,Traffic congestion,Weight of goods,Agree,Improve communication between drivers and senders,FALSE,1200,"5,000"
2026/06/20,Roadblock Akure,6,Saturday,Owo,Sender,unknown,big_bus,medium,medium,Sometimes,Dust storm,Poor road infrastructure,Type of goods,Neutral,Improve communication between drivers and senders,FALSE,1200,"4,500"
2026/06/20,Southgate Akure,6,Saturday,Ife,Sender,41–50,small_car,medium,medium,Always,None,Poor road infrastructure,Dynamic pricing,Strongly Agree,Fix poor road infrastructure on routes,FALSE,1200,"3,000"
2026/06/20,Southgate Akure,6,Saturday,Ife,Driver,26–35,big_bus,large,heavy,Rarely,None,Vehicle breakdown,"Distance, Weight, Fuel cost combo",Neutral,Provide better packaging options,FALSE,1200,"6,500"
2026/06/20,Southgate Akure,6,Saturday,Lagos,Driver,41–50,small_car,small,light,Sometimes,Heavy rain,Pricing disputes,Weight of goods,Neutral,Real-time tracking will help a lot,FALSE,1200,"6,500"
2026/06/21,Ilesha garage Akure,7,Sunday,Lagos,Sender,unknown,small_car,medium,medium,Sometimes,Dust storm,Vehicle breakdown,Dynamic pricing,Neutral,Improve communication between drivers and senders,FALSE,1200,"5,700"
2026/06/21,Northgate Akure,7,Sunday,Abuja,Sender,41–50,big_bus,medium,medium,Always,Sometimes rainfall,Criminal activities,Weight of goods,Disagree,unknown,FALSE,1200,"10,000"
2026/06/21,Northgate Akure,7,Sunday,Abuja,Driver,26–35,small_car,small,light,Always,Harmattan,Criminal activities,Weight of goods,Strongly Disagree,Reduce pricing disputes through transparency,FALSE,1200,"6,000"
2026/06/21,Northgate Akure,7,Sunday,Ado-Ekiti,Sender,26–35,small_car,large,heavy,Sometimes,None,Poor road infrastructure,Distance only,Agree,Improve communication between drivers and senders,FALSE,1200,"2,500"
2026/06/21,Northgate Akure,7,Sunday,Lagos,Sender,26–35,big_bus,medium,medium,Rarely,Flooding,Fuel scarcity,Weight of goods,Agree,Better customer support when goods are delayed,FALSE,1200,"10,000"
2026/06/21,Northgate Akure,7,Sunday,Lagos,Sender,18–25,small_car,medium,medium,Always,Harmattan,Police checkpoints,"Distance, Weight, Fuel cost combo",Agree,Real-time tracking will help a lot,FALSE,1200,"6,700"
2026/06/21,Ondo garage Akure,7,Sunday,Lagos,Sender,26–35,small_car,large,heavy,Always,None,Traffic congestion,Weight of goods,unknown,Improve fuel subsidy to reduce transport cost,FALSE,1200,"7,700"
2026/06/21,Ondo garage Akure,7,Sunday,Warri,Sender,41–50,big_bus,small,light,Always,Flooding,Traffic congestion,"Distance, Weight, Fuel cost combo",Disagree,Improve communication between drivers and senders,FALSE,1200,"5,000"
2026/06/21,Ondo garage Akure,7,Sunday,Lagos,Sender,unknown,small_car,extra_large,very_heavy,Always,Sometimes rainfall,Fuel scarcity,"Distance, Weight, Fuel cost combo",Disagree,Introduce insurance for goods in transit,FALSE,1200,"9,000"
2026/06/21,Ondo garage Akure,7,Sunday,Benin,Sender,unknown,big_bus,medium,medium,Always,Sometimes rainfall,Criminal activities,Weight of goods,Strongly Agree,Real-time tracking will help a lot,FALSE,1200,"5,000"
2026/06/21,Ondo garage Akure,7,Sunday,Ondo,Driver,41–50,small_car,medium,medium,Always,Harmattan,Traffic congestion,"Distance, Weight, Dynamic combo",Agree,Improve communication between drivers and senders,FALSE,1200,"3,000"
2026/06/21,Ondo garage Akure,7,Sunday,Warri,Sender,26–35,small_car,small,light,Always,Harmattan,Poor network connectivity,"Distance, Weight, Fuel cost combo",Agree,Improve communication between drivers and senders,FALSE,1200,"4,000"
2026/06/21,Ondo garage Akure,7,Sunday,Warri,Sender,36–40,big_bus,medium,medium,Sometimes,Dust storm,Poor road infrastructure,Dynamic pricing,Disagree,Add SMS notifications for delivery status,FALSE,1200,"6,700"
2026/06/21,Ondo garage Akure,7,Sunday,Ondo,Driver,36–40,big_bus,medium,medium,Always,Heavy rain,Pricing disputes,Weight of goods,Agree,Improve fuel subsidy to reduce transport cost,FALSE,1200,"3,500"
2026/06/21,Roadblock Akure,7,Sunday,Osogbo,Driver,41–50,small_car,small,light,Sometimes,Flooding,Criminal activities,Distance only,Agree,Reduce pricing disputes through transparency,FALSE,1200,"3,700"
2026/06/21,Roadblock Akure,7,Sunday,Osogbo,Sender,36–40,small_car,extra_large,very_heavy,Always,None,Police checkpoints,"Distance, Weight, Dynamic combo",Strongly Agree,Improve communication between drivers and senders,FALSE,1200,"5,000"
2026/06/21,Southgate Akure,7,Sunday,Ilesha,Driver,41–50,big_bus,extra_large,very_heavy,Sometimes,Dust storm,Police checkpoints,Weight of goods,Agree,Add SMS notifications for delivery status,FALSE,1200,"6,700"
2026/06/21,Southgate Akure,7,Sunday,Ife,Sender,26–35,small_car,medium,medium,Sometimes,Sometimes rainfall,Traffic congestion,"Distance, Weight, Dynamic combo",Agree,unknown,FALSE,1200,"3,500"
2026/06/21,Southgate Akure,7,Sunday,Ilesha,Driver,18–25,small_car,large,heavy,Rarely,None,Criminal activities,"Distance, Weight, Fuel cost combo",Neutral,Add SMS notifications for delivery status,FALSE,1200,"2,500"
2026/06/21,Southgate Akure,7,Sunday,Ilesha,Driver,Above 50,big_bus,medium,medium,Never,Dust storm,Criminal activities,"Distance, Weight, Dynamic combo",Neutral,Provide better packaging options,FALSE,1200,"4,000"
2026/06/21,Southgate Akure,7,Sunday,Lagos,Sender,41–50,big_bus,small,light,Never,Dust storm,Traffic congestion,Weight of goods,Neutral,Introduce automated pricing with AI,FALSE,1200,"7,000"
2026/06/21,Southgate Akure,7,Sunday,Ibadan,Sender,Above 50,small_car,small,light,Always,Harmattan,Pricing disputes,Distance only,Strongly Agree,Add SMS notifications for delivery status,FALSE,1200,"5,000"